label,text
spam,You have won a guaranteed ï¿½200 award or even ï¿½1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,What time you thinkin of goin?
ham,U buy newspapers already?
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,How will I creep on you now? ;_;
ham, &lt;#&gt;  mins but i had to stop somewhere first.
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,"Sorry that took so long, omw now"
ham,Waaaat?? Lololo ok next time then!
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,I know she called me
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Can... I'm free...
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,This phone has the weirdest auto correct.
ham,Hi its in durban are you still on this number
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,"Good! No, donï¿½ï¿½ï¿½t need any receiptsï¿½ï¿½ï¿½well done! (ï¿½ï¿½_) Yes, please tell . Whatï¿½ï¿½ï¿½s her number, i could ring her"
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or ï¿½1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY ï¿½10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Okie...
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,Thank you princess! You are so sexy...
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Same. Wana plan a trip sometme then
ham,Is ur lecture over?
ham,Ok going to sleep. Hope i can meet her.
ham,I am in hospital da. . I will return home in evening
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, ï¿½500 Cash or ï¿½100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,I think steyn surely get one wicket:)
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls ï¿½1/minMobsmoreLKPOBOX177HP51FL
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,This pain couldn't have come at a worse time.
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,Omg it could snow here tonite!
ham,Haiyoh... Maybe your hamster was jealous of million
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,What is this 'hex' place you talk of? Explain!
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,Did you see that film:)
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,Have you always been saying welp?
ham,"sorry brah, just finished the last of my exams, what up"
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,"Not for possession, especially not first offense"
ham,Cheers for the message Zogtorius. Iï¿½ï¿½ve been staring at my phone for an age deciding whether to text or not.
ham,Can you use foreign stamps for whatever you send them off for? 
ham,In that case I guess I'll see you at campus lodge
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ï¿½ï¿½ got a lot of work ar?
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham,"Ha. You donï¿½ï¿½ï¿½t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,Super da:)good replacement for murali
ham,Delhi and chennai still silent.
ham,Then ï¿½_ ask dad to pick ï¿½_ up lar... ï¿½ï¿½ wan 2 stay until 6 meh...
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,"Yeah probably, I still gotta check out with leo"
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,I plane to give on this month end.
ham,And of course you should make a stink!
ham,Still i have not checked it da. . .
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,Send to someone else :-)
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a ï¿½2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Okay. I've seen it. So i should pick it on friday?
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,Yup i shd haf ard 10 pages if i add figures... ï¿½ï¿½ all got how many pages?
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,No break time one... How... I come out n get my stuff fr ï¿½_?
ham,I just saw ron burgundy captaining a party boat so yeah
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
spam,"Final Chance! Claim ur ï¿½150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. ï¿½3.00 Subs 16"
ham,Boy you best get yo ass out here quick
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,Can a not?
spam,FREE entry into our ï¿½250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnï¿½ï¿½t make ur bï¿½ï¿½day 2 hun!"
ham,When should I come over?
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,Draw va?i dont think so:)
ham,Da is good good player.why he is unsold.
spam,"Loan for any purpose ï¿½500 - ï¿½75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,"Not sure yet, still trying to get a hold of him"
ham,"Oh... Icic... K lor, den meet other day..."
ham,* Thought I didn't see you.
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,"Customer place, i wil cal u sir."
ham,U GOIN OUT 2NITE?
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,"Yo, you around? Just got my car back"
ham,Oh wow thats gay. Will firmware update help
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX ï¿½1.50
ham,But if she.s drinkin i'm ok.
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
ham,They said ï¿½_ dun haf passport or smth like dat.. Or ï¿½_ juz send to my email account..  
ham,You always make things bigger than they are
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,I uploaded mine to Facebook
ham,Yes when is the appt again?
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a ï¿½1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Ok ok take care. I can understand.
ham,I'm really not up to it still tonight babe
ham,Have you seen who's back at Holby?!
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,I will see in half an hour
ham,Lolnice. I went from a fish to ..water.?
ham,Ok... Thanx... Gd nite 2 ï¿½_ too...
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
ham,Goin to workout lor... Muz lose e fats... 
ham,Nice.nice.how is it working?
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,"Jus chillaxin, what up"
ham,How r ï¿½_ going to send it to me?
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,Aight well keep me informed
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,HELLO PEACH! MY CAKE TASTS LUSH!
